Feature1,Feature2,Feature3,Feature4,Feature5,Category
54.96714153011233,36.001574930118025,28.954237674986608,102.50449005295815,194.5131067668548,B
48.61735698828815,35.89701047586166,23.063728420233666,91.41188917749494,241.24629257444553,C
56.47688538100692,45.207726803396454,32.02989187014145,102.44595006064567,180.62107462626395,B
65.23029856408026,52.41914182008792,34.84429811924137,110.86596058072776,176.02423980049238,C
47.658466252766644,35.8764456448171,23.37552704164271,100.97720140651408,185.51769433453902,C
47.6586304305082,41.24115400614406,27.632119310426283,100.81183382407765,171.40014175223862,C
65.79212815507391,47.29560037714616,33.99545535053716,85.96016624386489,203.68010947984388,B
57.67434729152909,45.42758040811681,29.884311799027856,86.74198164898104,248.7403537540868,A
45.30525614065048,36.845683071079876,30.815002652049998,71.94789456400613,209.69237819348086,A
55.42560043585965,46.91267451898146,29.260442954409005,134.9915348637388,192.42939493621137,B
,39.85073284794475,27.148026416915886,75.1227352921743,191.24566193253366,A
45.34270246429743,30.650951512248604,19.69674182547732,86.14189604408185,153.10427573910027,A
52.41962271566034,34.26512731885016,29.773500660610043,85.63185468861604,226.49329331441476,C
30.86719755342202,31.082142152230162,22.54371861260741,117.89848753888883,197.66488408961595,C
32.75082167486967,27.862227399793696,23.630937337730124,94.10100643415944,194.58560259228122,B
44.37712470759027,31.759267083289444,16.289245466154725,124.95484145347467,295.7932270353458,B
39.87168879665576,39.65311091493723,28.825378703933097,86.53018751512263,208.96258725097059,A
,43.092351832226484,33.72316946505229,105.57988324447604,177.44626849714447,C
40.91975924478789,38.63229331614944,27.371741278406308,83.29305893480486,187.2092721138337,B
35.87696298664709,29.039162796368213,24.58933545771915,142.90298255546776,234.45337127590264,B
64.65648768921554,62.028929775782366,41.35109704264617,76.24803161940974,203.39811231613294,B
47.74223699513465,46.97049380832374,38.51673542656893,106.19641420454055,156.851660650479,B
50.67528204687924,39.29540489510803,36.70237592105262,112.67553761864197,227.5768680372561,B
35.75251813786544,33.45986926506413,21.970554243786253,,179.95567743383018,B
44.556172754748175,38.871817951724275,25.428262480603905,96.29424682244583,256.19893328652637,A
51.10922589709866,47.730538505340675,39.224914862209275,97.40358600533148,232.40144197143945,C
38.490064225776976,25.96743407772106,24.49549243732759,,186.58034313023745,C
53.75698018345672,46.43584144675758,30.413648904117228,97.05995996743023,238.4304908520534,B
43.99361310081195,40.4870129148975,26.66016177204482,119.27758233589819,202.0356653158221,C
47.083062502067236,28.87275256953822,19.083788363234724,144.21046003182704,225.58321025366658,C
,29.27005453883595,15.111236133048056,88.85016429984333,214.54198451883425,C
68.52278184508938,44.62206458727101,27.560837425152915,72.60394040841845,174.6093003502738,B
49.86502775262066,38.54498802987374,22.96492855390335,98.23435903297491,180.69350503047613,B
39.422890710440996,35.12602384733261,21.51702643271631,151.59418675308638,230.89882452743484,C
58.225449121031886,54.09214455730565,37.72576164056683,83.92650864060539,189.95674003680378,C
37.791563500289776,30.603724702330698,22.35946622177757,132.78233610888134,187.8905461027401,B
,49.8139864878945,41.07179251278246,133.55401628152882,171.3463226195194,A
30.403298761202244,17.42213171788734,8.202076039565974,88.9282351658401,212.70797196780384,C
36.71813951101569,20.85759941203678,18.53760918233208,111.37966158370551,261.87574757729436,A
51.96861235869123,41.29715139246989,28.052050597826888,132.56793246257075,167.9740125723718,C
57.38466579995411,47.82805988465982,33.281787080652144,92.41744518025025,200.72658370018274,A
51.7136828118997,41.207472509049296,31.54450872500092,95.92839279795277,242.3666166624629,A
48.843517176117594,28.737603240694696,15.625434182237091,88.36638172102712,197.61075826262854,A
46.98896304410711,37.14557023772175,27.531538151141426,79.70486538614267,213.57115388749202,B
35.214780096325725,21.649476574536315,15.820442435027644,87.01444909867986,168.1281941555936,A
42.801557916052914,37.589609076992524,28.28253140992736,75.52119466475487,212.84921291622945,A
45.393612290402125,38.14788106280594,27.86019131959543,100.68166936518452,194.38567204986353,A
60.57122226218915,43.75757887811454,40.451505774323756,84.60053537882716,229.5718998703959,C
53.43618289568462,40.17961172986423,25.574768273899693,104.67571823581495,235.62158154694254,A
32.36959844637266,20.599611147653373,12.29573998335009,,277.6869092605584,C
53.24083969394795,42.27927626879251,27.102931282455696,106.61760464428914,217.38899519640728,A
46.149177195836835,41.69505335917566,26.96462887478194,116.6705792321785,209.773889497465,A
43.23077999694041,29.655993765874616,18.20964712688616,60.12528714857089,205.8315290473201,B
56.11676288840868,47.41364288831617,37.945616146251524,107.48113139695144,189.40501121567934,C
60.30999522495951,45.5967080881054,37.5997126536332,124.55337984946584,210.15451530385073,A
59.31280119116199,43.48587679161787,28.157128579134604,75.8071796261759,191.13795769582913,C
41.607824767773614,32.7511080144461,19.596353317695357,133.45144773675406,205.05382928808842,C
46.907876241487855,32.35008938109341,24.530724792311002,108.38038018732091,239.5279260682388,B
53.31263431403564,39.88186092449261,25.708410470020937,85.89976288483183,169.80372304161077,B
59.75545127122359,41.81497155403463,31.802207358846278,98.88461844684588,234.19635683387136,B
45.2082576215471,45.99023176181963,33.00485431667894,111.16653825043444,239.51345202019596,B
48.14341023336183,38.69104594654811,21.020755702594748,101.52010782824823,196.45794419026763,B
38.93665025993972,27.650692667988846,25.54550567291244,110.77511984892739,136.34435302974217,B
38.037933759193294,31.500246561025747,29.233683285100106,81.58652813841267,181.76534038716702,B
58.125258223941984,45.938566330699445,29.705841669552065,103.38721648072156,238.90983639683327,B
63.56240028570823,49.745072230900476,33.2707443218864,71.7257100619004,199.31395813103353,A
49.27989878419666,42.494752527574455,30.889788332201736,97.775478773026,170.02093303115268,C
60.03532897892024,51.81580173337272,37.608888373309,81.92184717070421,184.85675236315348,B
53.61636025047634,40.24058246232843,30.80258481432122,85.28940114820466,225.21860079513658,B
43.54880245394876,31.959950759935612,30.412783687020326,124.72186350420876,216.40200704604138,C
53.61395605508414,41.515906358309095,28.353345540840166,121.82620241188538,192.83203702490917,A
65.38036566465969,40.79468670804983,25.363091717481062,112.18276241814354,188.99526764555938,C
49.64173960890049,32.13743637612763,16.97892855123123,78.15374470654842,188.24725552868534,C
65.64643655814007,59.351520583734676,38.622344248846595,93.67183100610396,172.3276944650449,B
23.802548959102555,27.266877734788466,18.954306522856736,124.26195399958367,248.46127068408325,C
58.21902504375224,45.3300398372199,38.909259340125075,102.83433827279809,190.3303859236598,C
50.870470682381715,43.579161361184205,28.434967756684255,146.3865907996339,236.5147556247649,B
47.009926495341325,39.16419196899074,28.310086184849112,107.86635678788744,245.63948155767355,B
50.91760776535502,56.128490254560205,39.22425159390113,103.84098232980062,229.9493269444388,B
30.124310853991073,29.697323240365744,25.541699362048355,93.81767071594997,187.05139061845856,B
47.80328112162488,37.60303693989607,36.42985556142173,102.67081809564564,212.1119027100983,C
53.57112571511746,38.07919836909184,24.531963766683006,96.95060327238912,199.27413180827253,C
64.77894044741517,43.790920756644276,28.6958867595781,114.1621735337718,172.88894417809615,A
44.81729781726352,36.871156433146936,29.986453011479142,119.13404633589168,209.7307784516481,A
41.91506397106812,29.750297450432985,23.552774173808334,84.28021078984101,164.62880626520592,C
44.982429564154636,28.87467510333534,27.59910187527887,73.37534092884444,235.6303816538469,A
59.15402117702074,44.09035252040396,33.19895950558663,63.27589253793407,186.0614810810482,C
53.287511096596845,37.2222688592055,24.61841983829561,110.15982653825087,206.03478967618517,A
44.70239796232961,44.19762654522651,33.30095790442779,77.93266787652253,208.49863614638426,B
55.13267433113356,48.5143382496541,38.3948510970895,56.94218814095034,192.23285078887767,A
50.9707754934804,40.73675718820124,31.79765875653032,107.77157209061929,217.60081404425824,B
59.68644990532889,55.14888061871325,40.63331255752846,149.8599903486558,185.75289030132427,B
42.979469061226474,34.770416787219276,28.605990509410105,99.87858176920213,226.1389189237173,B
46.723378534022316,33.07228182057654,27.827779636186268,116.76981548903284,159.62060959259753,B
46.078918468678424,44.47875516129103,36.663764577053826,101.6365871709513,203.79138738639236,A
35.364850518678814,30.986430633366346,24.285340993715014,98.02220693617714,258.16786997174853,C
52.96120277064576,37.18273144488433,25.359439690151614,118.38152965975537,169.99006026183275,B
52.610552721798896,41.13674878702108,29.38257889664804,94.19450911622697,179.66765088425444,A
50.05113456642461,35.66281638621591,29.790007336384562,105.34784628143805,215.41723548976745,B
47.65412866624853,31.209304278177143,18.578770310775052,106.43395612392027,205.38745345818793,A
35.84629257949586,33.3079218012549,24.79023849637003,86.63819092713902,210.51890297820677,A
45.79354677234641,46.181920620227785,30.753989184850006,119.84084699073045,214.6756139044299,A
46.572854834732304,30.265445998690137,21.300791490822366,96.50080486609183,219.0416440568531,C
41.97722730778381,36.3966280296799,30.591447071205128,84.88509681014311,233.29099525868668,A
48.387142883339905,35.45650146106279,25.583947294823567,110.73019687140807,212.29455970785537,A
54.040508568145384,40.79677993569283,28.743492147609576,82.03064036417925,192.76227036144374,C
68.8618590121053,52.127517588489894,31.049837748023247,100.56362314738257,220.17721103608193,C
51.74577812831839,37.076668654255634,28.938682322087825,99.81762006711593,256.99645804685645,A
52.57550390722764,42.30301126550625,32.19404461041867,121.71791131663156,196.0209876085228,C
49.25554084233833,35.24968209181548,33.32779635749267,109.49396465759905,170.76412085988076,B
30.812287847009586,26.002114406506863,16.9703671447428,99.49946082509712,233.21242007860917,B
49.73486124550783,39.53669844916058,28.55229022506816,116.35532598400574,196.38856508139204,C
50.60230209941027,39.287101445196164,28.498505746480337,127.80415098034626,134.81991361957893,C
74.63242112485287,55.16811858967431,44.92749613182591,111.15620612703725,225.42265031451265,A
48.076390352188774,35.577255628909356,24.52289681068874,100.20705239686761,183.94015442138232,C
53.015473423336125,46.18933486779768,33.44862051053973,73.7632753529968,197.28400153087517,A
49.65288230294757,42.22689178047996,31.990410285202127,78.69772673849255,209.95940991707045,B
38.31321962380468,25.762799475050986,18.780396125161122,93.89550591290664,205.714990393372,C
61.42822814515021,49.6392440432663,32.961736372084296,87.80975595681434,221.2835545141712,A
57.519330326867745,49.77239987835315,35.61703988644043,96.26057394029108,186.9354088829047,A
57.910319470430466,37.98122917073752,30.881387418955352,101.13299849794214,215.39317394528248,B
40.906125452052606,35.44170132354176,20.703129728834988,110.59385508713461,192.21359967248247,C
64.02794310936099,47.90923569275956,34.068343681519195,98.59002443881818,222.16431442662508,B
35.98148937207719,31.638184840627552,19.346246128682594,109.73003287652404,218.46102452039162,A
55.868570938002705,40.87856096768958,33.39517919308207,101.2894882962024,171.93683893866213,A
71.90455625809979,48.49923450315724,27.856716533074962,60.490668672922574,232.57946348525098,C
40.09463674869312,23.93799720953868,14.52091065759072,81.21329212362491,183.92109664657855,A
44.33702270397228,35.71004289648474,26.5058775277974,97.1182488855677,224.24173394843436,C
50.99651365087641,42.095823429308545,35.72917251745334,75.80610514317785,211.01861940204023,B
44.96524345883801,31.45061164154837,21.752427104791906,111.9985745999241,255.14551030385368,C
34.493365689338674,30.78765484535781,19.330560284977672,130.61501664687395,193.29602052884442,C
50.68562974806027,32.240903487103424,30.093260718734754,124.37523703394633,189.52049611645407,A
39.37696286273895,31.17117129695458,16.027764306203228,95.73114258139584,199.417411823368,A
54.73592430635182,37.733658446269175,17.61833708590809,129.81452273699904,190.90460651497173,C
,29.385425587118785,22.329855711196476,102.97334914404223,223.99825705826152,A
65.4993440501754,52.63646859672239,34.837311120295226,93.25828057763921,151.51068174690238,A
42.16746707663763,29.43190683489034,16.517403515900384,87.7319467291812,168.38952742560937,A
46.77938483794324,35.50073014920547,27.68393689364124,93.95060627023743,167.9659123526242,C
