Age,Income,Experience,HoursWorked,CreditScore,PastPurchases,Purchased,Department,City
-0.8576356337213364,0.11471061816396835,0.23555331791081802,-2.0587037496971385,-1.149136854561249,-1.2245989532688442,0,Fashion,Bangalore
0.12151785711105467,-0.3695688528537811,-0.49501959077322344,-0.6858600541157055,-0.4841574210922587,0.39821348298738846,1,Home,Delhi
1.4938850388357499,2.041745910562852,-2.9418597422578485,-2.054294166250362,-1.840568268929744,-1.7573470575606762,0,Fashion,Delhi
-0.47790177671334655,0.2276532826313042,-0.44903003210775794,1.4680500133745062,1.6189802577905195,0.9464719642048838,0,Home,Delhi
-1.091250919367166,-1.006560991087902,-2.036024171042083,-1.7516955995612804,-0.1144377507049823,-0.22162066072180242,0,Electronics,Bangalore
0.17667514813982432,-1.1235162049108292,-1.7574822967744876,0.45620348704090596,0.732379388667143,0.4111556033953565,1,Grocery,Bangalore
-1.6549747258369814,-0.10287704409166039,-0.02996512919224481,-2.3547907270290516,-0.7490026788263224,1.2266519865865504,1,Grocery,Delhi
-1.6678169221256456,0.5363913722844591,-1.2462022979184098,1.0800073772235559,2.310556827010008,0.48495963360207806,0,Grocery,Hyderabad
-0.13914478853163215,2.218739677200842,1.0058179377693726,-0.3906461157862702,-0.5169895768759962,-1.661720482984661,1,Fashion,Mumbai
-0.6738437803504937,1.1344805200843187,-2.632370352310713,1.3848254930404895,2.292756641478802,1.8202050589200156,1,Fashion,Bangalore
-0.9152198863397473,-1.268035549501153,0.50382102689588,1.9726807317905104,1.9988721931124327,-2.5789200411837934,0,Home,Delhi
-0.5839669921254986,-0.1851652289748735,-1.274426920698614,-0.41751317929131915,0.41461346245308905,0.7503709739449635,1,Fashion,Chennai
1.0381358643814873,0.7846003184367084,1.2946068806511661,-0.029868535697046505,-1.0774118956385994,-0.8278874954302873,1,Electronics,Chennai
-0.9485855004782571,0.30312296159184327,0.48197080223204014,-1.1182178602304997,-0.41643384833600694,-1.7323123294308227,0,Sports,Delhi
-0.7987361296167159,-0.5179126500537902,0.36333142330064194,-2.5452122479700607,-1.6063424291248858,-0.9936004398924904,0,Electronics,
-1.245177630632706,0.014323258210599855,-0.08899185622463612,1.1745483870365758,1.7996047843412155,1.243714788381613,0,Fashion,Mumbai
-1.975014114241231,-1.2416162197960277,-2.234103925076792,0.15407279230343274,2.0578690836116875,1.1167238534063026,0,Fashion,Hyderabad
-0.4699923007522666,-0.1408343628058571,-0.8107858640169758,-0.3578243139977715,0.2655050827116117,1.1691092173082984,1,Electronics,Bangalore
-0.7071430687402229,-0.4982678831003497,-0.2600766609994073,1.2356019453041434,1.506169846748136,-1.0567207790585402,0,Grocery,Chennai
1.9235634296211792,0.4899405828000732,1.3042627527067212,1.5715049200708258,-0.3784178108095446,0.30397418819054156,1,Electronics,Delhi
