Age,AnnualIncome,Experience,HoursWorked,City
26.4901424590337,58893.885590630525,2.8238442690503462,3.4569089569224074,Bangalore
24.29753987582999,58126.904344406554,3.2896064077536957,3.230230418745873,Chennai
23.591576842195146,64340.48034868772,2.268291153593769,2.860281073928923,Delhi
25.725886814698104,44693.758042737616,1.6375410837434836,2.8313137412277083,Mumbai
21.961506638996728,62513.97866076219,2.0459879622393946,2.5763088895994124,Delhi
29.39694630676466,58193.789596107716,2.533764102343962,2.572575544135963,Delhi
23.36685182642445,60887.38071767893,1.9245032112888487,3.1127094055037015,Bangalore
23.198083930243584,57666.450001653786,2.1991466938853015,3.555683455352681,Delhi
24.9595083257862,51538.3125683528,2.9112724560515946,2.6337469050086932,Mumbai
25.626590785014265,44322.63900896179,1.8359069755507846,3.059058370760737,Bangalore
27.215399739986232,61370.946249519766,2.44217585880588,2.9096688913232134,Bangalore
20.56443402889772,54241.24633284233,2.269680614520106,3.317136667865675,Chennai
26.030854868705383,45895.678757098125,2.6620419846973977,2.884475315875105,Chennai
22.969233999082125,64893.41031072694,3.0154997612479755,3.2793840357348594,Delhi
22.482347430332084,57526.300993190285,2.665631715701782,3.2926635381367078,Chennai
23.56247728646413,58514.72818668946,1.946832512996986,2.641138012775799,Chennai
27.437577467182592,70849.92022856658,2.463994939209833,3.301059869367607,Chennai
26.084908075142902,54839.041963159005,2.680697802754207,3.4614109699397906,Bangalore
24.892521882670145,72517.14924651205,1.1901274479551278,3.246570751312567,Bangalore
25.261141204714512,57607.94119627306,2.545880388267751,2.4037293256197323,Bangalore
24.340984336487463,62856.900572093975,3.238947022370758,2.8445189345179056,Chennai
22.574519191320437,55985.94365132371,2.957701058851037,3.0986253328979054,Bangalore
23.410719388698883,64106.139464906846,2.5485387746740202,3.290593497159867,Chennai
22.893840718367944,57378.70282721786,2.303945923433921,2.5609455155603644,Bangalore
25.88836083119373,62088.442177439116,2.5025567283212307,2.929623859987456,Bangalore
20.753887773848756,56634.83741787713,2.328642741736615,2.7593168192335145,Mumbai
24.516142865001974,63232.40685451631,3.443092950605265,3.0523733438495517,Delhi
25.772651172168292,59404.43267387066,1.5406143923504794,2.992045837365235,Chennai
25.18069062982308,79705.93689988229,2.403819517609439,3.0904642027000837,Mumbai
24.89586469088427,50650.575699043744,3.0714114072575103,3.225579909806032,Bangalore
27.373095841129143,52724.90036164209,3.2013971554680496,2.5794446811623155,Chennai
26.76057128140081,77523.64500647983,2.004731837434656,2.8301106811191685,Bangalore
25.298954095262925,55972.1947670704,1.7246682844669337,3.0205688924418084,Delhi
21.813088858821686,63788.73944508145,2.0402878828830984,3.4649803215052617,Mumbai
22.65024012299129,57423.507870354595,2.906758608684835,2.6307407050698135,Delhi
25.68237980381239,70457.14203425942,1.6962583827193862,3.055390157559691,Mumbai
25.779648382745272,66254.58297421849,1.881524644560959,2.603863016074717,Bangalore
26.565824696850694,62375.87738586549,2.6252464251729384,3.1039344628490926,Delhi
22.959925835264528,61858.02957728803,2.646536236649341,2.78569457459209,Delhi
30.59732353343427,63790.6633672943,1.9043482513986758,3.1969660825901487,Bangalore
22.075954989318035,66296.67682993962,3.079297789503702,2.7537953044944867,Delhi
27.890128387732965,63302.247415491984,2.911030079997245,3.569037894796184,Chennai
24.26383565199139,53970.110685140084,2.0552427851872386,2.7552569145103685,Mumbai
24.76869487175769,62729.21579853315,2.6383453996650097,3.248154974710807,Mumbai
25.03900567563372,71628.27261725854,2.367671583381022,3.8160507499768856,Mumbai
26.87700204329502,53142.73954866974,1.964553750969444,3.1447417245729556,Chennai
24.329611644022446,65712.00395273673,2.7366188122867725,2.978151326202938,Mumbai
22.459618845794786,47881.22220251308,2.2767425239664894,3.256919638297042,Bangalore
25.642281232390612,50034.0897703041,2.586590462925591,3.115595213918651,Delhi
22.3484276913966,61229.80084756422,2.529104359223,2.657108910650813,Chennai
26.07336208104485,64486.27621094588,3.0415256215876383,3.316140615610471,Mumbai
20.866991896128727,52497.39968067902,2.75751763360433,3.1541357852736627,Bangalore
26.545143058918143,90821.85192523777,2.7854452553465836,3.34066969205418,Delhi
27.86200529047961,65211.13001044639,2.342365377679827,3.22769076614798,Delhi
